Trial,StartTime,Duration,Frequency,dB_SPL
824,668.76445,0.1,9600,60
825,669.55365,0.1,15239.05,60
826,670.3532,0.1,3809.763,60
827,671.0533,0.1,300,60
828,671.9559,0.1,19200,60
829,672.75475,0.1,188.988,60
830,673.6575,0.1,755.953,60
831,674.3567,0.1,6047.621,60
832,675.15445,0.1,4800,60
833,675.8535,0.1,2400,60
834,676.75975,0.1,476.22,60
835,677.6537,0.1,377.976,60
836,678.55765,0.1,1200,60
837,679.25495,0.1,238.11,50
838,680.15565,0.1,9600,50
839,680.95355,0.1,755.953,50
840,681.7701,0.1,1904.881,50
841,682.45585,0.1,952.441,50
842,683.1546,0.1,150,50
843,684.05335,0.1,476.22,50
844,684.754,0.1,188.988,50
845,685.4626,0.1,3809.763,50
846,686.2593,0.1,12095.242,50
847,687.25455,0.1,300,50
848,688.05485,0.1,377.976,50
849,688.98555,0.1,2400,50
850,689.6567,0.1,7619.525,50
851,690.46785,0.1,600,50
852,691.355,0.1,19200,50
853,692.0709,0.1,6047.621,50
854,692.9609,0.1,4800,50
855,693.7554,0.1,3023.811,50
856,694.6697,0.1,15239.05,50
857,695.4593,0.1,1200,50
858,696.1677,0.1,1511.905,50
859,697.1653,0.1,4800,40
860,698.0759,0.1,3809.763,40
861,698.855,0.1,476.22,40
862,699.556,0.1,377.976,40
863,700.45605,0.1,2400,40
864,701.25515,0.1,9600,40
865,701.9669,0.1,12095.242,40
866,702.65595,0.1,300,40
867,703.55565,0.1,238.11,40
868,704.3625,0.1,1511.905,40
869,705.0563,0.1,150,40
870,705.76295,0.1,952.441,40
871,706.4576,0.1,1904.881,40
872,707.3557,0.1,19200,40
873,708.15585,0.1,3023.811,40
874,708.9592,0.1,7619.525,40
875,709.7605,0.1,15239.05,40
876,710.4564,0.1,6047.621,40
877,711.36595,0.1,755.953,40
878,712.0598,0.1,1200,40
879,712.7562,0.1,600,40
880,713.57095,0.1,188.988,40
881,714.35735,0.1,377.976,70
882,715.1588,0.1,9600,70
883,716.06895,0.1,15239.05,70
884,716.75655,0.1,952.441,70
885,717.657,0.1,238.11,70
886,718.36675,0.1,1904.881,70
887,719.057,0.1,150,70
888,719.8564,0.1,7619.525,70
889,720.7742,0.1,476.22,70
890,721.46475,0.1,19200,70
891,722.1587,0.1,6047.621,70
892,723.06835,0.1,4800,70
